micros,counts,seconds,volts,amps
150000,-1,0.15,-6.25e-05,-0.00625
151200,0,0.1512,0.0,0.0
152400,0,0.1524,0.0,0.0
153600,0,0.1536,0.0,0.0
154800,0,0.1548,0.0,0.0
156000,1,0.156,6.25e-05,0.00625
157200,-1,0.1572,-6.25e-05,-0.00625
158401,0,0.158401,0.0,0.0
159600,0,0.1596,0.0,0.0
160800,0,0.1608,0.0,0.0
162000,0,0.162,0.0,0.0
163200,-1,0.1632,-6.25e-05,-0.00625
164401,0,0.164401,0.0,0.0
165600,0,0.1656,0.0,0.0
166800,1,0.1668,6.25e-05,0.00625
168000,0,0.168,0.0,0.0
169200,1,0.1692,6.25e-05,0.00625
170401,0,0.170401,0.0,0.0
171600,0,0.1716,0.0,0.0
172800,1,0.1728,6.25e-05,0.00625
174000,1,0.174,6.25e-05,0.00625
175200,0,0.1752,0.0,0.0
176401,1,0.176401,6.25e-05,0.00625
177600,0,0.1776,0.0,0.0
178800,-1,0.1788,-6.25e-05,-0.00625
180000,-1,0.18,-6.25e-05,-0.00625
181200,0,0.1812,0.0,0.0
182401,0,0.182401,0.0,0.0
183600,0,0.1836,0.0,0.0
184800,-1,0.1848,-6.25e-05,-0.00625
186000,0,0.186,0.0,0.0
187200,0,0.1872,0.0,0.0
188401,0,0.188401,0.0,0.0
189600,1,0.1896,6.25e-05,0.00625
190800,0,0.1908,0.0,0.0
192000,-1,0.192,-6.25e-05,-0.00625
193200,0,0.1932,0.0,0.0
194401,0,0.194401,0.0,0.0
195600,-1,0.1956,-6.25e-05,-0.00625
196800,0,0.1968,0.0,0.0
198000,0,0.198,0.0,0.0
199200,0,0.1992,0.0,0.0
200401,-1,0.200401,-6.25e-05,-0.00625
201600,-1,0.2016,-6.25e-05,-0.00625
202800,0,0.2028,0.0,0.0
204000,0,0.204,0.0,0.0
205200,0,0.2052,0.0,0.0
206401,0,0.206401,0.0,0.0
207600,0,0.2076,0.0,0.0
208800,0,0.2088,0.0,0.0
210000,0,0.21,0.0,0.0
211200,1,0.2112,6.25e-05,0.00625
212401,0,0.212401,0.0,0.0
213600,0,0.2136,0.0,0.0
214800,0,0.2148,0.0,0.0
216000,0,0.216,0.0,0.0
217200,-1,0.2172,-6.25e-05,-0.00625
218401,-1,0.218401,-6.25e-05,-0.00625
219600,0,0.2196,0.0,0.0
220800,0,0.2208,0.0,0.0
222000,-1,0.222,-6.25e-05,-0.00625
223200,0,0.2232,0.0,0.0
224401,0,0.224401,0.0,0.0
225600,1,0.2256,6.25e-05,0.00625
226800,1,0.2268,6.25e-05,0.00625
228000,0,0.228,0.0,0.0
229200,-1,0.2292,-6.25e-05,-0.00625
230401,0,0.230401,0.0,0.0
231600,0,0.2316,0.0,0.0
232800,0,0.2328,0.0,0.0
234000,-1,0.234,-6.25e-05,-0.00625
235200,0,0.2352,0.0,0.0
236401,0,0.236401,0.0,0.0
237600,0,0.2376,0.0,0.0
238800,0,0.2388,0.0,0.0
240000,0,0.24,0.0,0.0
241200,-1,0.2412,-6.25e-05,-0.00625
242401,0,0.242401,0.0,0.0
243600,0,0.2436,0.0,0.0
244800,-1,0.2448,-6.25e-05,-0.00625
246000,0,0.246,0.0,0.0
247200,0,0.2472,0.0,0.0
248401,0,0.248401,0.0,0.0
249600,1,0.2496,6.25e-05,0.00625
250800,0,0.2508,0.0,0.0
252000,0,0.252,0.0,0.0
253200,1,0.2532,6.25e-05,0.00625
254401,0,0.254401,0.0,0.0
255600,-1,0.2556,-6.25e-05,-0.00625
256800,0,0.2568,0.0,0.0
258000,0,0.258,0.0,0.0
259200,-1,0.2592,-6.25e-05,-0.00625
260401,0,0.260401,0.0,0.0
261600,-1,0.2616,-6.25e-05,-0.00625
262800,-1,0.2628,-6.25e-05,-0.00625
264000,0,0.264,0.0,0.0
265200,0,0.2652,0.0,0.0
266401,0,0.266401,0.0,0.0
267600,0,0.2676,0.0,0.0
268800,0,0.2688,0.0,0.0
270000,0,0.27,0.0,0.0
271200,0,0.2712,0.0,0.0
272401,0,0.272401,0.0,0.0
273600,0,0.2736,0.0,0.0
274800,0,0.2748,0.0,0.0
276000,0,0.276,0.0,0.0
277200,0,0.2772,0.0,0.0
278401,0,0.278401,0.0,0.0
279600,-1,0.2796,-6.25e-05,-0.00625
280800,-1,0.2808,-6.25e-05,-0.00625
282000,-1,0.282,-6.25e-05,-0.00625
283200,-1,0.2832,-6.25e-05,-0.00625
284401,0,0.284401,0.0,0.0
285600,0,0.2856,0.0,0.0
286800,-1,0.2868,-6.25e-05,-0.00625
288000,0,0.288,0.0,0.0
289200,0,0.2892,0.0,0.0
290401,-1,0.290401,-6.25e-05,-0.00625
291600,1,0.2916,6.25e-05,0.00625
292800,-1,0.2928,-6.25e-05,-0.00625
294000,1,0.294,6.25e-05,0.00625
295200,0,0.2952,0.0,0.0
296401,0,0.296401,0.0,0.0
297600,0,0.2976,0.0,0.0
298800,-1,0.2988,-6.25e-05,-0.00625
300000,1,0.3,6.25e-05,0.00625
301200,0,0.3012,0.0,0.0
302401,0,0.302401,0.0,0.0
303600,-1,0.3036,-6.25e-05,-0.00625
304800,0,0.3048,0.0,0.0
306000,0,0.306,0.0,0.0
307200,0,0.3072,0.0,0.0
308401,0,0.308401,0.0,0.0
309600,0,0.3096,0.0,0.0
310800,0,0.3108,0.0,0.0
312000,0,0.312,0.0,0.0
313200,-1,0.3132,-6.25e-05,-0.00625
314401,-1,0.314401,-6.25e-05,-0.00625
315600,0,0.3156,0.0,0.0
316800,0,0.3168,0.0,0.0
318000,0,0.318,0.0,0.0
319200,0,0.3192,0.0,0.0
320401,-1,0.320401,-6.25e-05,-0.00625
321600,0,0.3216,0.0,0.0
322800,0,0.3228,0.0,0.0
324000,0,0.324,0.0,0.0
325200,0,0.3252,0.0,0.0
326401,-1,0.326401,-6.25e-05,-0.00625
327600,0,0.3276,0.0,0.0
328800,0,0.3288,0.0,0.0
330000,0,0.33,0.0,0.0
331200,-1,0.3312,-6.25e-05,-0.00625
332401,0,0.332401,0.0,0.0
333600,1,0.3336,6.25e-05,0.00625
334800,-1,0.3348,-6.25e-05,-0.00625
336000,0,0.336,0.0,0.0
337200,-1,0.3372,-6.25e-05,-0.00625
338401,0,0.338401,0.0,0.0
339600,0,0.3396,0.0,0.0
340800,0,0.3408,0.0,0.0
342000,0,0.342,0.0,0.0
343200,0,0.3432,0.0,0.0
344401,0,0.344401,0.0,0.0
345600,0,0.3456,0.0,0.0
346800,-1,0.3468,-6.25e-05,-0.00625
348000,0,0.348,0.0,0.0
349200,1,0.3492,6.25e-05,0.00625
350401,0,0.350401,0.0,0.0
351600,-1,0.3516,-6.25e-05,-0.00625
352800,0,0.3528,0.0,0.0
354000,0,0.354,0.0,0.0
355200,0,0.3552,0.0,0.0
356401,-1,0.356401,-6.25e-05,-0.00625
357600,0,0.3576,0.0,0.0
358800,0,0.3588,0.0,0.0
360000,0,0.36,0.0,0.0
361200,1,0.3612,6.25e-05,0.00625
362401,-1,0.362401,-6.25e-05,-0.00625
363600,-1,0.3636,-6.25e-05,-0.00625
364800,0,0.3648,0.0,0.0
366001,0,0.366001,0.0,0.0
367200,1,0.3672,6.25e-05,0.00625
368401,-1,0.368401,-6.25e-05,-0.00625
369600,0,0.3696,0.0,0.0
370800,0,0.3708,0.0,0.0
372000,0,0.372,0.0,0.0
373200,0,0.3732,0.0,0.0
374401,1,0.374401,6.25e-05,0.00625
375600,0,0.3756,0.0,0.0
376800,0,0.3768,0.0,0.0
378000,0,0.378,0.0,0.0
379200,0,0.3792,0.0,0.0
380401,0,0.380401,0.0,0.0
381600,0,0.3816,0.0,0.0
382800,0,0.3828,0.0,0.0
384000,0,0.384,0.0,0.0
385200,-1,0.3852,-6.25e-05,-0.00625
386401,0,0.386401,0.0,0.0
387600,0,0.3876,0.0,0.0
388800,0,0.3888,0.0,0.0
390000,-2,0.39,-0.000125,-0.0125
391200,0,0.3912,0.0,0.0
392401,0,0.392401,0.0,0.0
393600,-1,0.3936,-6.25e-05,-0.00625
394800,1,0.3948,6.25e-05,0.00625
396000,-1,0.396,-6.25e-05,-0.00625
397200,0,0.3972,0.0,0.0
398401,0,0.398401,0.0,0.0
399600,0,0.3996,0.0,0.0
400800,0,0.4008,0.0,0.0
402000,-1,0.402,-6.25e-05,-0.00625
403200,-1,0.4032,-6.25e-05,-0.00625
404401,1,0.404401,6.25e-05,0.00625
405600,0,0.4056,0.0,0.0
406800,0,0.4068,0.0,0.0
408000,0,0.408,0.0,0.0
409200,0,0.4092,0.0,0.0
410401,1,0.410401,6.25e-05,0.00625
411600,0,0.4116,0.0,0.0
412800,-1,0.4128,-6.25e-05,-0.00625
414000,0,0.414,0.0,0.0
415200,0,0.4152,0.0,0.0
416401,0,0.416401,0.0,0.0
417600,0,0.4176,0.0,0.0
418800,0,0.4188,0.0,0.0
420000,0,0.42,0.0,0.0
421200,0,0.4212,0.0,0.0
422401,0,0.422401,0.0,0.0
423600,0,0.4236,0.0,0.0
424800,0,0.4248,0.0,0.0
426000,0,0.426,0.0,0.0
427200,0,0.4272,0.0,0.0
428401,0,0.428401,0.0,0.0
429600,-1,0.4296,-6.25e-05,-0.00625
430800,0,0.4308,0.0,0.0
432000,-1,0.432,-6.25e-05,-0.00625
433200,0,0.4332,0.0,0.0
434401,0,0.434401,0.0,0.0
435600,0,0.4356,0.0,0.0
436800,0,0.4368,0.0,0.0
438000,0,0.438,0.0,0.0
439200,1,0.4392,6.25e-05,0.00625
440401,-1,0.440401,-6.25e-05,-0.00625
441600,0,0.4416,0.0,0.0
442800,0,0.4428,0.0,0.0
444000,0,0.444,0.0,0.0
445200,0,0.4452,0.0,0.0
446401,0,0.446401,0.0,0.0
447600,-1,0.4476,-6.25e-05,-0.00625
448800,1,0.4488,6.25e-05,0.00625
450000,1,0.45,6.25e-05,0.00625
451200,0,0.4512,0.0,0.0
452401,0,0.452401,0.0,0.0
453600,0,0.4536,0.0,0.0
454800,-1,0.4548,-6.25e-05,-0.00625
456000,-1,0.456,-6.25e-05,-0.00625
457200,0,0.4572,0.0,0.0
458401,0,0.458401,0.0,0.0
459600,-1,0.4596,-6.25e-05,-0.00625
460800,0,0.4608,0.0,0.0
462000,0,0.462,0.0,0.0
463200,-1,0.4632,-6.25e-05,-0.00625
464401,1,0.464401,6.25e-05,0.00625
465600,-1,0.4656,-6.25e-05,-0.00625
466800,0,0.4668,0.0,0.0
468000,0,0.468,0.0,0.0
469200,0,0.4692,0.0,0.0
470401,0,0.470401,0.0,0.0
471600,0,0.4716,0.0,0.0
472800,0,0.4728,0.0,0.0
474000,0,0.474,0.0,0.0
475200,0,0.4752,0.0,0.0
476401,-1,0.476401,-6.25e-05,-0.00625
477600,0,0.4776,0.0,0.0
478800,-1,0.4788,-6.25e-05,-0.00625
480000,-1,0.48,-6.25e-05,-0.00625
481200,0,0.4812,0.0,0.0
482401,0,0.482401,0.0,0.0
483600,0,0.4836,0.0,0.0
484800,0,0.4848,0.0,0.0
486000,-1,0.486,-6.25e-05,-0.00625
487200,0,0.4872,0.0,0.0
488401,-1,0.488401,-6.25e-05,-0.00625
489600,1,0.4896,6.25e-05,0.00625
490800,1,0.4908,6.25e-05,0.00625
492000,0,0.492,0.0,0.0
493200,0,0.4932,0.0,0.0
494401,0,0.494401,0.0,0.0
495600,-1,0.4956,-6.25e-05,-0.00625
496800,0,0.4968,0.0,0.0
498000,-1,0.498,-6.25e-05,-0.00625
499200,0,0.4992,0.0,0.0
500400,0,0.5004,0.0,0.0
501600,0,0.5016,0.0,0.0
502800,0,0.5028,0.0,0.0
504000,0,0.504,0.0,0.0
505200,-1,0.5052,-6.25e-05,-0.00625
506401,0,0.506401,0.0,0.0
507600,0,0.5076,0.0,0.0
508800,0,0.5088,0.0,0.0
510000,0,0.51,0.0,0.0
511200,-1,0.5112,-6.25e-05,-0.00625
512401,-1,0.512401,-6.25e-05,-0.00625
513600,0,0.5136,0.0,0.0
514800,0,0.5148,0.0,0.0
516000,0,0.516,0.0,0.0
517200,0,0.5172,0.0,0.0
518401,-1,0.518401,-6.25e-05,-0.00625
519600,0,0.5196,0.0,0.0
520800,0,0.5208,0.0,0.0
522000,-1,0.522,-6.25e-05,-0.00625
523200,0,0.5232,0.0,0.0
524401,0,0.524401,0.0,0.0
525600,0,0.5256,0.0,0.0
526800,0,0.5268,0.0,0.0
528000,0,0.528,0.0,0.0
529200,-1,0.5292,-6.25e-05,-0.00625
530401,0,0.530401,0.0,0.0
531600,0,0.5316,0.0,0.0
532800,0,0.5328,0.0,0.0
534000,-1,0.534,-6.25e-05,-0.00625
535200,0,0.5352,0.0,0.0
536401,0,0.536401,0.0,0.0
537600,0,0.5376,0.0,0.0
538800,0,0.5388,0.0,0.0
540000,0,0.54,0.0,0.0
541200,0,0.5412,0.0,0.0
542401,0,0.542401,0.0,0.0
543600,0,0.5436,0.0,0.0
544800,0,0.5448,0.0,0.0
546000,0,0.546,0.0,0.0
547200,0,0.5472,0.0,0.0
548401,-1,0.548401,-6.25e-05,-0.00625
549600,0,0.5496,0.0,0.0
550800,0,0.5508,0.0,0.0
552000,0,0.552,0.0,0.0
553200,0,0.5532,0.0,0.0
554401,0,0.554401,0.0,0.0
555600,0,0.5556,0.0,0.0
556800,-1,0.5568,-6.25e-05,-0.00625
558000,0,0.558,0.0,0.0
559200,0,0.5592,0.0,0.0
560401,0,0.560401,0.0,0.0
561600,-1,0.5616,-6.25e-05,-0.00625
562800,1,0.5628,6.25e-05,0.00625
564000,0,0.564,0.0,0.0
565200,-1,0.5652,-6.25e-05,-0.00625
566401,0,0.566401,0.0,0.0
567600,0,0.5676,0.0,0.0
568800,1,0.5688,6.25e-05,0.00625
570000,0,0.57,0.0,0.0
571200,0,0.5712,0.0,0.0
572401,0,0.572401,0.0,0.0
573600,0,0.5736,0.0,0.0
574800,-1,0.5748,-6.25e-05,-0.00625
576000,0,0.576,0.0,0.0
577200,0,0.5772,0.0,0.0
578401,-1,0.578401,-6.25e-05,-0.00625
579600,0,0.5796,0.0,0.0
580800,-1,0.5808,-6.25e-05,-0.00625
582000,0,0.582,0.0,0.0
583200,-1,0.5832,-6.25e-05,-0.00625
584401,-1,0.584401,-6.25e-05,-0.00625
585600,0,0.5856,0.0,0.0
586800,0,0.5868,0.0,0.0
588000,0,0.588,0.0,0.0
589200,0,0.5892,0.0,0.0
590401,0,0.590401,0.0,0.0
591600,0,0.5916,0.0,0.0
592800,0,0.5928,0.0,0.0
594000,-1,0.594,-6.25e-05,-0.00625
595200,-1,0.5952,-6.25e-05,-0.00625
596401,0,0.596401,0.0,0.0
597600,-1,0.5976,-6.25e-05,-0.00625
598800,0,0.5988,0.0,0.0
600000,-1,0.6,-6.25e-05,-0.00625
601200,0,0.6012,0.0,0.0
602401,0,0.602401,0.0,0.0
603600,-1,0.6036,-6.25e-05,-0.00625
604800,0,0.6048,0.0,0.0
606000,0,0.606,0.0,0.0
607200,1,0.6072,6.25e-05,0.00625
608401,-1,0.608401,-6.25e-05,-0.00625
609600,0,0.6096,0.0,0.0
610800,0,0.6108,0.0,0.0
612000,0,0.612,0.0,0.0
613200,0,0.6132,0.0,0.0
